row_s,col_s,row_e,col_e,duration,timestamp,car,distance
4,2,2,3,3191.78999996,1399735364.78,263/ET905WT,5988.51541491
2,3,2,3,3191.78999996,1399735364.78,103/ET745WT,931.394139486
8,6,6,7,2353.5,1399736284.74,153/ET795WT,4172.84126993
5,3,6,3,1450.03999996,1399737249.45,277/ET919WT,1949.67363648
7,6,7,6,898.640000105,1399737800.85,185/ET827WT,616.376482883
8,3,5,5,3702.3499999,1399734997.14,477/EV314TP,5970.15927568
7,1,7,3,878.200000048,1399737882.53,121/ET763WT,2642.94640497
5,4,7,3,1062.65999985,1399737719.13,161/ET803WT,3218.80446197
5,2,6,0,1450.61999989,1399737331.17,423/EV641NT,3424.29102924
8,6,6,4,1471.02999997,1399737372.0,449/EV299TP,4982.56745012
8,7,8,6,2926.60000014,1399735936.84,485/EV322TP,1179.61016292
2,4,2,4,633.679999828,1399738250.18,344/EV523NT,564.750242322
5,1,6,3,2046.1099999,1399736919.4,054/ET696WT,3179.67656805
6,4,6,6,1409.73000002,1399737555.78,427/EV645NT,2702.31724925
5,3,3,4,2001.87000012,1399736984.05,466/EV303TP,3547.28021003
4,3,5,3,409.360000134,1399738617.82,170/ET812WT,454.505213771
5,5,7,7,1205.92000008,1399737821.26,392/EV611NT,4820.78130643
5,1,2,3,3519.33000016,1399735548.87,313/EV499NT,7725.71964421
3,2,4,4,1369.5,1399737698.7,295/ET937WT,3244.34222962
8,6,4,3,3335.58000016,1399735732.62,463/EV300TP,8935.1400616
6,4,4,4,3315.17000008,1399735753.03,425/EV643NT,2968.55299703
4,2,2,3,1001.80999994,1399738086.8,211/ET853WT,4185.5671386
5,3,5,3,2640.55999994,1399736448.05,429/EV647NT,295.031695557
6,6,7,5,1001.90999985,1399738127.69,045/ET687WT,1943.75544139
5,4,6,2,4377.62999988,1399734833.71,447/EV665NT,2950.02228671
4,7,3,4,3601.22000003,1399735610.12,384/EV603NT,5542.22242399
5,6,6,6,1328.75,1399737964.25,215/ET857WT,2589.25597626
5,4,6,4,858.970000029,1399738495.32,288/ET930WT,1333.44097614
4,4,5,4,2309.0,1399737045.29,456/EV673NT,2068.43639302
5,3,4,3,490.860000134,1399738945.1,126/ET768WT,1584.45439941
6,3,6,3,1144.93000007,1399738331.85,365/EV584NT,1220.70951726
6,6,5,5,4152.81999993,1399735323.96,443/EV661NT,1669.40831923
5,4,5,4,3355.51999998,1399736141.69,088/ET730WT,520.557299475
3,3,5,0,2472.31999993,1399737024.89,438/EV656NT,5952.97209677
5,4,6,3,4295.83999991,1399735221.78,271/ET913WT,1842.00795265
5,4,4,3,1022.31000018,1399738495.32,373/EV592NT,2086.35734263
5,1,6,1,1330.01999998,1399738250.18,317/EV509NT,1488.58730951
6,5,7,6,1289.18000007,1399738291.02,115/ET757WT,2457.12110576
5,6,6,6,3990.48000002,1399735630.54,298/ET940WT,2721.81431367
4,6,6,5,1636.30999994,1399738025.53,296/ET938WT,2781.86144092
5,4,5,4,1820.19000006,1399737923.36,162/ET804WT,1179.47325944
5,5,5,5,634.359999895,1399739109.19,315/EV508NT,1500.02364953
5,3,4,3,287.180000067,1399739476.78,170/ET812WT,162.398559463
6,0,6,0,287.180000067,1399739476.78,083/ET725WT,607.930333271
6,3,7,4,2004.16999984,1399737780.39,098/ET740WT,2686.73282558
6,4,6,6,2453.38999987,1399737331.17,451/EV668NT,3578.34935567
6,3,8,3,3111.24000001,1399736693.74,130/ET772WT,4680.37323595
6,5,5,5,1330.16000009,1399738474.82,066/ET708WT,1693.58487201
6,6,8,7,2596.35000014,1399737229.04,195/ET837WT,4182.53093679
5,4,6,3,1616.0400002,1399738209.35,347/EV533NT,2146.26408063
2,4,2,4,3683.55000019,1399736203.08,399/EV618NT,23.9531907977
6,4,4,6,2249.21000004,1399737657.86,077/ET719WT,5171.26688848
6,5,5,7,1330.07999992,1399738576.99,209/ET851WT,3839.42271653
4,6,5,7,1616.04999995,1399738291.02,387/EV606NT,1584.50531109
6,3,6,3,1125.42000008,1399738822.62,133/ET775WT,1267.18768841
6,3,4,2,1902.33999991,1399738107.28,200/ET842WT,4448.1950197
1,4,4,4,1227.82999992,1399738781.79,343/EV526NT,4717.36466564
5,4,3,5,1943.97000003,1399738086.8,322/EV498NT,4619.02437859
7,2,6,1,574.389999866,1399739456.38,240/ET882WT,408.623454322
4,4,5,3,1433.35000014,1399738617.82,378/EV597NT,1575.56862814
8,3,6,3,1964.3499999,1399738188.94,181/ET823WT,4475.7028719
7,6,5,6,1023.61000013,1399739150.1,035/ET677WT,5321.16975961
8,6,6,4,1821.68000007,1399738413.58,102/ET744WT,5206.16993411
5,4,6,5,3889.29999995,1399736345.96,226/ET868WT,3074.73987934
5,4,5,2,1412.6500001,1399738843.03,201/ET843WT,3384.23004158
6,0,6,0,328.049999952,1399739948.04,083/ET725WT,690.853505998
7,6,7,6,307.299999952,1399739989.2,118/ET760WT,575.467105936
6,3,6,3,3848.46000004,1399736448.04,032/ET674WT,199.416831249
6,4,7,3,942.210000038,1399739354.29,135/ET777WT,2194.40174966
6,3,5,4,1780.86999989,1399738576.99,312/EV497NT,949.560984401
3,4,4,3,942.350000143,1399739456.37,091/ET733WT,2344.29161408
4,2,6,5,4216.05999994,1399736223.49,230/ET872WT,5993.53176793
4,4,5,3,1248.61999989,1399739190.93,425/EV643NT,2375.59461205
5,3,5,3,1064.81000018,1399739456.37,276/ET918WT,939.567234283
8,7,8,6,573.140000105,1399739948.04,287/ET929WT,1001.13315044
4,6,4,5,1494.01999998,1399739047.6,127/ET769WT,2709.15380318
6,5,6,6,818.489999771,1399739723.13,296/ET938WT,1872.45147409
7,0,7,3,1801.30999994,1399738740.31,381/EV600NT,4353.4998152
4,4,5,4,4809.01999998,1399735753.02,014/ET656WT,2209.9874112
7,6,7,3,1126.08000016,1399739456.37,185/ET827WT,4390.12759756
5,4,6,4,2087.1099999,1399738536.16,391/EV610NT,1434.03326981
7,6,5,5,920.569999933,1399739723.13,249/ET891WT,3571.74423953
5,4,6,3,3251.24000001,1399737392.46,033/ET675WT,1928.59329722
5,4,4,3,2496.07000017,1399738209.35,160/ET802WT,3749.40035831
6,6,6,6,1555.32000017,1399739150.1,427/EV645NT,299.154063583
5,3,6,4,1964.53000021,1399738822.62,163/ET805WT,2272.8298073
6,4,5,5,3864.36999989,1399736943.2,325/EV524NT,1825.18306771
2,3,2,4,1002.5999999,1399739825.39,313/EV499NT,1268.85005784
6,6,6,6,1372.22000003,1399739476.78,395/EV614NT,831.456611475
3,4,1,4,1187.1500001,1399739743.55,442/EV660NT,4028.80532942
5,1,6,1,798.019999981,1399740173.71,125/ET767WT,1452.97677462
5,4,2,3,3518.00999999,1399737453.72,327/EV510NT,6657.31300122
5,6,5,5,2435.56999993,1399738536.16,225/ET867WT,1643.47054296
6,4,2,4,3865.20000005,1399737106.53,432/EV650NT,7426.21965335
7,6,6,6,1064.5,1399739948.04,115/ET757WT,2423.72004961
3,3,3,4,2149.1099999,1399738863.44,406/EV625NT,2642.7565297
6,4,6,4,2823.6099999,1399738188.94,472/EV309TP,48.7735304812
5,4,4,4,3926.43000007,1399737106.53,150/ET792WT,528.321677517
7,7,7,7,1556.15999985,1399739558.46,202/ET844WT,113.160761069
5,4,5,3,1944.0999999,1399739170.52,457/EV674NT,1906.82183248
4,2,4,2,224.799999952,1399740910.29,216/ET858WT,669.109019735
5,4,4,6,2823.6500001,1399738331.85,188/ET830WT,3100.7646023
6,5,6,5,450.100000143,1399740725.83,230/ET872WT,31.2903710573
4,7,4,7,2066.74000001,1399739109.19,039/ET681WT,127.984035994
4,3,4,3,368.369999886,1399740827.99,170/ET812WT,446.913809842
7,5,6,6,777.25,1399740500.78,045/ET687WT,2109.13568389
7,6,6,6,756.870000124,1399740541.62,379/EV598NT,2060.01410269
6,3,6,7,4625.00999999,1399736734.73,172/ET814WT,5937.23099693
6,3,7,3,1145.19000006,1399740214.55,213/ET855WT,2255.06624612
4,2,7,6,2230.18000007,1399739211.34,320/EV511NT,8498.43930236
8,6,6,6,1226.97000003,1399740214.55,485/EV322TP,3504.69169487
5,5,6,6,1226.97000003,1399740214.55,443/EV661NT,2082.021321
3,4,1,2,961.200000048,1399740500.78,466/EV303TP,5757.6359232
6,3,5,5,4192.09000015,1399737290.3,203/ET845WT,2507.40991256
6,3,5,3,3314.08000016,1399738209.35,238/ET880WT,908.458527236
5,5,4,4,3457.04999995,1399738086.8,110/ET752WT,2725.73763631
4,4,4,3,1657.21999979,1399739886.63,272/ET914WT,2209.95719858
6,3,4,4,4396.49000001,1399737147.36,207/ET849WT,4336.24514626
6,2,7,3,1902.41999984,1399739641.43,447/EV665NT,3690.56016885
4,4,7,6,1840.94000006,1399739804.98,255/ET897WT,7431.25307194
6,0,6,0,347.430000067,1399741298.49,083/ET725WT,1109.83027012
5,5,4,4,1431.0,1399740255.68,315/EV508NT,2294.44059217
4,3,4,2,5135.8599999,1399736591.64,205/ET847WT,478.26503636
6,7,6,6,940.309999943,1399740827.99,186/ET828WT,1703.42670863
5,3,6,0,1840.66999984,1399739927.63,243/ET885WT,6109.82399887
6,3,7,3,1287.99000001,1399740521.18,234/ET876WT,1527.61488684
6,3,7,2,2475.28999996,1399739374.71,277/ET919WT,1165.90181447
3,2,5,3,1717.13000011,1399740132.87,219/ET861WT,4702.40220849
6,4,6,6,2229.00999999,1399739641.43,288/ET930WT,4071.5191507
4,3,5,3,1083.28999996,1399740787.15,063/ET705WT,1590.61971209
8,3,7,5,1430.8900001,1399740439.55,046/ET688WT,3872.75098247
4,3,1,3,2045.04999995,1399739886.63,031/ET673WT,6146.44798452
3,4,3,4,428.890000105,1399741502.79,406/EV625NT,857.210211898
3,5,3,4,817.060000181,1399741114.62,336/EV529NT,1052.6449223
7,2,7,3,1492.1400001,1399740500.78,286/ET928WT,1739.27011003
4,4,3,3,1553.37000012,1399740439.55,289/ET931WT,2619.42285986
4,5,5,6,1410.47000003,1399740602.86,371/EV590NT,1188.82308898
6,5,6,5,1532.96000004,1399740500.78,226/ET868WT,388.285976409
6,2,7,3,4069.49000001,1399737964.25,383/EV602NT,2305.90560777
5,4,5,7,2187.93999982,1399739886.63,162/ET804WT,4799.82960726
5,1,5,4,3006.36999989,1399739068.2,021/ET663WT,4119.32144182
3,4,3,4,735.24000001,1399741339.33,361/EV580NT,534.332018204
4,6,4,6,1390.02999997,1399740684.54,422/EV640NT,1228.08727955
8,3,8,3,755.650000095,1399741339.33,130/ET772WT,863.533647886
2,3,2,5,1430.86000013,1399740664.12,211/ET853WT,3341.12589276
1,2,1,3,612.630000114,1399741502.79,466/EV303TP,1274.53077206
4,3,4,3,898.630000114,1399741257.62,199/ET841WT,94.5256964381
7,6,7,6,244.99000001,1399741911.26,320/EV511NT,191.249602628
6,7,6,6,796.549999952,1399741380.15,393/EV612NT,1570.53079829
2,5,2,5,898.600000143,1399741339.33,074/ET716WT,154.232453748
4,6,4,4,1471.18000007,1399740766.75,156/ET798WT,2507.26093049
6,7,5,7,1143.72000003,1399741114.62,473/EV310TP,1902.61563816
8,4,6,4,2596.82999992,1399739682.25,093/ET735WT,4232.44802
7,4,6,3,1184.87999988,1399741094.2,461/EV678NT,2109.38410778
5,5,1,4,3354.38000011,1399738945.1,477/EV314TP,8104.85118122
3,2,4,6,3763.32000017,1399738556.57,204/ET846WT,5767.44968479
7,2,5,7,2371.63000011,1399740009.62,027/ET669WT,8832.10454744
6,4,4,5,4131.06999993,1399738250.18,326/EV517NT,3632.83058735
6,3,7,3,1062.34000015,1399741339.33,032/ET674WT,2430.83350597
5,2,5,2,1205.33999991,1399741237.2,201/ET843WT,1009.73645723
6,4,7,1,1511.73000002,1399741012.54,059/ET701WT,5531.88739092
6,3,5,3,1062.28999996,1399741461.98,033/ET675WT,1189.674361
6,3,6,6,1798.33999991,1399740766.75,133/ET775WT,3474.87063729
4,6,4,5,3190.37999988,1399739374.71,385/EV604NT,966.084135788
7,6,5,3,3722.05999994,1399738904.27,136/ET778WT,6171.44815195
5,4,7,2,2350.17000008,1399740316.99,346/EV528NT,5258.49638035
8,3,6,3,1143.73000002,1399741543.85,301/ET943WT,4156.43298972
7,3,6,5,1961.75,1399740725.83,168/ET810WT,2767.90620519
5,3,4,4,2554.71000004,1399740132.87,378/EV597NT,1564.02841186
4,7,6,5,1470.77000022,1399741257.62,256/ET898WT,5037.33882166
6,4,6,6,1470.77000022,1399741257.62,391/EV610NT,3894.33267961
1,5,4,6,1838.59000015,1399740951.11,062/ET704WT,6272.07091404
5,6,5,4,4151.46000004,1399738638.24,019/ET661WT,3104.96580019
8,6,6,5,1756.74000001,1399741032.96,018/ET660WT,4509.29075438
8,6,8,7,490.110000134,1399742360.84,097/ET739WT,1293.34172186
6,2,6,2,776.950000048,1399742094.98,330/EV520NT,10.9789661645
5,3,5,4,1491.68000007,1399741441.52,425/EV643NT,1073.41535892
5,4,4,3,2861.6400001,1399740132.87,088/ET730WT,3238.88614516
5,5,7,2,2186.32999992,1399740869.42,325/EV524NT,5358.52048819
6,6,6,4,2820.48000002,1399740255.68,283/ET925WT,3201.17433664
6,3,6,3,3660.61000013,1399739415.55,464/EV301TP,482.688268404
3,4,4,3,3066.5400002,1399740009.62,489/EV325TP,2409.79058108
7,3,8,3,1124.06000018,1399742013.33,286/ET928WT,1937.79437718
1,5,1,5,592.710000038,1399742544.68,116/ET758WT,13.4374617729
2,3,2,3,4662.58000016,1399738474.82,250/ET892WT,164.467252122
4,3,4,3,592.720000029,1399742544.68,354/EV573NT,36.5617421951
7,1,6,3,919.869999886,1399742237.94,293/ET935WT,3352.30887758
6,0,6,2,919.970000029,1399742258.34,049/ET691WT,2060.25663167
5,6,5,6,1981.96000004,1399741237.2,397/EV616NT,423.225132319
6,6,6,7,2206.71000004,1399741073.79,115/ET757WT,2143.50169578
7,3,5,6,2493.33999991,1399740827.99,185/ET827WT,5938.13639442
4,4,3,5,3086.08000016,1399740276.09,295/ET937WT,3005.26567266
6,4,5,3,1083.09000015,1399742279.08,093/ET735WT,1364.19893138
5,3,3,2,1124.80000019,1399742258.34,429/EV647NT,3311.9161396
4,6,4,6,572.980000019,1399742830.54,188/ET830WT,1198.02223073
4,4,4,4,490.75,1399742912.77,372/EV591NT,787.824394472
6,3,5,4,2166.34000015,1399741257.62,271/ET913WT,3170.92943481
6,3,7,1,6689.23000002,1399736734.73,056/ET698WT,3771.06929967
6,6,6,4,1839.19999981,1399741605.17,395/EV614NT,4558.25683692
3,4,2,4,449.919999838,1399743014.92,361/EV580NT,1642.58585264
7,4,7,6,2043.73000002,1399741441.52,098/ET740WT,1773.29812981
4,3,5,4,2023.94000006,1399741502.79,165/ET807WT,3561.33598304
6,0,6,0,1390.8900001,1399742135.84,455/EV672NT,117.895940191
5,6,4,6,1472.50999999,1399742094.98,371/EV590NT,1019.97603141
6,5,8,4,1881.54999995,1399741788.71,319/EV505NT,3262.18380682
4,7,4,7,1309.42000008,1399742360.84,039/ET681WT,1197.52579839
6,5,6,5,5011.60000014,1399738679.07,212/ET854WT,277.455831643
5,4,6,4,1513.8900001,1399742258.34,021/ET663WT,1386.25913887
5,4,3,5,2392.07999992,1399741380.15,456/EV673NT,5130.09561708
7,6,7,6,2269.24000001,1399741523.43,337/EV515NT,1150.63745816
4,5,4,5,1758.93000007,1399742033.74,233/ET875WT,360.290390049
5,2,5,3,2187.49000001,1399741666.31,030/ET672WT,2566.12632267
7,6,8,7,982.24000001,1399742912.77,029/ET671WT,966.849984691
6,3,6,3,9510.71000004,1399734384.3,418/EV636NT,66.9290709207
1,3,1,4,409.020000219,1399743547.12,031/ET673WT,875.159968946
5,3,7,6,3802.82999992,1399740173.71,152/ET794WT,5225.72578628
4,7,5,5,1595.28999996,1399742381.25,241/ET883WT,3814.33115776
7,3,7,1,961.549999952,1399743055.75,047/ET689WT,3311.2403179
6,3,6,4,3802.43000007,1399740235.26,365/EV584NT,1717.49172793
7,5,7,4,2208.01999998,1399741870.44,046/ET688WT,1488.24133636
6,3,4,2,2248.82999992,1399741850.0,054/ET696WT,4874.54354041
6,6,6,6,1411.98000002,1399742707.99,451/EV668NT,1357.48670083
6,7,8,6,2127.06000018,1399742013.33,153/ET795WT,4290.57021024
8,3,8,3,757.25,1399743383.14,286/ET928WT,390.327545237
7,2,7,2,716.430000067,1399743423.96,483/EV320TP,1391.34071108
4,3,5,3,1043.81000018,1399743096.58,489/EV325TP,2807.67973501
4,6,4,7,1514.05999994,1399742646.74,422/EV640NT,1927.1105963
7,6,7,6,921.090000153,1399743260.09,038/ET680WT,841.595730368
5,3,6,6,2127.37999988,1399742094.98,197/ET839WT,4439.93523702
1,3,2,6,1309.53999996,1399742933.2,466/EV303TP,4592.88710734
6,6,6,6,1023.47000003,1399743260.09,310/EV490NT,453.750580683
5,4,7,6,3864.42999983,1399740419.13,312/EV497NT,5065.44274883
4,7,4,4,1779.62999988,1399742544.68,001/ET294WS,4473.0755229
4,3,3,3,1166.50999999,1399743157.81,354/EV573NT,1923.393745
5,4,5,2,5951.69000006,1399738413.58,096/ET738WT,3289.10069636
2,3,2,6,818.150000095,1399743547.12,263/ET905WT,3446.1051001
4,6,5,6,2351.94000006,1399742013.33,247/ET889WT,1862.66669554
2,3,5,4,2372.33000016,1399742013.33,103/ET745WT,7192.22052874
5,3,5,3,1431.96000004,1399742953.7,219/ET861WT,1152.5449851
4,3,7,1,2147.35000014,1399742279.08,410/EV628NT,6994.35980442
4,3,4,4,1942.99000001,1399742503.82,260/ET902WT,2677.90032928
3,4,3,4,633.75,1399743833.43,406/EV625NT,946.362399876
4,2,7,3,3495.41999984,1399740992.14,200/ET842WT,6827.64774323
6,6,8,6,1983.74000001,1399742503.82,298/ET940WT,4160.89040942
7,2,6,3,2208.45000005,1399742299.48,277/ET919WT,1016.3007762
6,3,8,3,2576.24000001,1399741972.5,181/ET823WT,4731.28635727
5,4,5,2,1615.53999996,1399742933.2,019/ET661WT,2084.03973796
5,7,4,5,817.25999999,1399743772.23,209/ET851WT,1976.79003678
6,7,1,4,2902.75,1399741727.5,245/ET887WT,11492.0377726
4,7,4,7,755.660000086,1399743895.01,335/EV527NT,549.755996352
4,6,6,7,1656.16000009,1399742994.51,062/ET704WT,4194.75244699
5,4,6,4,1799.02999997,1399742912.77,014/ET656WT,2313.97355073
4,2,6,2,2841.3599999,1399741870.44,246/ET888WT,5180.51875279
5,6,5,4,4292.66999984,1399740419.13,458/EV675NT,2852.2673002
7,0,7,3,6421.2900002,1399738331.85,198/ET840WT,3822.25533807
5,6,5,4,4211.52000022,1399740541.62,359/EV578NT,3831.58690388
6,7,6,8,796.960000038,1399744017.3,172/ET814WT,673.081700228
6,6,7,6,756.180000067,1399744098.83,379/EV598NT,2034.35031345
6,2,5,3,4537.95000005,1399740337.45,402/EV621NT,2259.45983431
6,6,5,5,1533.00999999,1399743383.14,133/ET775WT,1791.3845197
4,5,4,5,347.0400002,1399744569.11,127/ET769WT,956.40408657
7,4,5,4,1717.41000009,1399743198.74,324/EV512NT,2785.85262347
4,6,4,6,1041.53999996,1399743956.14,371/EV590NT,1697.83101745
2,3,3,2,1347.78999996,1399743670.26,250/ET892WT,2465.80382695
6,4,7,4,775.289999962,1399744303.94,283/ET925WT,2254.33950723
6,4,4,2,3739.9000001,1399741339.33,163/ET805WT,5085.5246441
1,4,3,4,3065.9000001,1399742013.33,442/EV660NT,4020.73800043
7,3,7,3,3045.4599998,1399742054.16,447/EV665NT,388.897321627
8,7,6,6,1470.11999989,1399743649.88,179/ET821WT,4075.49315837
4,4,4,3,1675.63000011,1399743444.37,372/EV591NT,597.520592082
4,4,5,4,1020.41000009,1399744119.97,156/ET798WT,1958.86016492
8,3,6,4,3024.92000008,1399742135.84,130/ET772WT,4064.61892906
5,3,4,2,3596.5,1399741564.26,238/ET880WT,2983.70990825
6,0,1,4,1592.98000002,1399743608.53,083/ET725WT,12062.8663182
5,3,7,6,3290.22000003,1399741931.68,291/ET933WT,6465.57079321
5,5,7,4,4966.18000007,1399740276.09,066/ET708WT,4871.58943182
6,3,7,2,1736.5999999,1399743505.67,293/ET935WT,2746.95793034
4,5,4,5,428.00999999,1399744814.26,209/ET851WT,364.818475462
5,4,6,5,2308.92000008,1399742974.11,425/EV643NT,1841.81872064
4,4,4,4,3698.23000002,1399741605.17,343/EV526NT,417.972910211
4,4,4,3,999.460000038,1399744303.94,315/EV508NT,2120.08592033
5,6,5,5,2758.72000003,1399742544.68,358/EV577NT,2650.8668589
5,5,4,3,1838.49000001,1399743505.67,225/ET867WT,2679.51534356
6,0,7,0,591.029999971,1399744793.88,368/EV587NT,1607.82059746
6,4,6,5,692.940000057,1399744732.75,021/ET663WT,1072.42746607
6,6,6,6,692.940000057,1399744732.75,443/EV661NT,497.020762275
6,3,7,6,2615.51999998,1399742850.95,301/ET943WT,5458.31132105
6,6,6,3,1878.60000014,1399743587.87,045/ET687WT,5275.50846799
4,4,3,5,468.840000153,1399745018.05,260/ET902WT,712.141401625
8,6,8,6,5641.06999993,1399739866.21,356/EV575NT,393.853038047
5,4,6,3,1939.56999993,1399743608.53,165/ET807WT,2053.98113666
6,2,6,2,1325.74000001,1399744222.36,330/EV520NT,1263.54908797
1,2,1,4,3248.61999989,1399742299.48,070/ET712WT,3443.03295579
5,5,8,3,3840.98000002,1399741727.5,249/ET891WT,6358.07583933
5,7,7,2,1592.0,1399743996.92,027/ET669WT,9054.83765076
6,5,6,2,2901.30999994,1399742707.99,226/ET868WT,4799.35158212
6,4,7,3,693.170000076,1399744936.55,014/ET656WT,2182.76948155
7,3,8,3,1407.36000013,1399744222.36,383/EV602NT,2768.71919783
5,4,5,4,1182.92000008,1399744487.56,103/ET745WT,431.79063529
7,3,3,4,5251.3499999,1399740419.13,345/EV531NT,9208.55207884
6,3,7,3,2430.86000013,1399743239.62,420/EV638NT,1266.22127228
6,4,5,4,4433.27999997,1399741237.2,472/EV309TP,2161.75402748
7,6,7,5,570.869999886,1399745140.38,152/ET794WT,988.396434447
1,2,5,6,3268.71000004,1399742442.54,292/ET934WT,10807.0511158
5,3,7,3,1448.1400001,1399744263.11,276/ET918WT,2711.59853815
4,4,4,6,2471.6400001,1399743239.62,150/ET792WT,2940.11805544
6,1,5,1,795.110000134,1399744936.55,317/EV509NT,942.580792947
7,4,5,5,1857.48000002,1399743874.18,023/ET665WT,3756.32871728
6,5,7,6,897.029999971,1399744834.63,230/ET872WT,2720.65084733
5,5,7,3,2123.1400001,1399743608.53,203/ET845WT,5306.11037545
5,3,5,5,2389.90999985,1399743362.17,063/ET705WT,2443.42478176
4,6,5,2,6704.29999995,1399739068.2,415/EV633NT,6226.45239298
6,5,5,5,2675.92999983,1399743137.39,168/ET810WT,3354.03318798
5,3,6,3,734.089999914,1399745079.23,457/EV674NT,1801.9348174
1,2,5,4,2900.58999991,1399742933.2,105/ET747WT,10270.2158614
4,5,4,6,938.00999999,1399744895.78,233/ET875WT,1439.32051693
4,6,4,6,1755.38000011,1399744098.83,204/ET846WT,1446.65215103
6,5,6,4,2532.88000011,1399743321.33,366/EV585NT,2446.02740693
7,3,6,3,592.279999971,1399745344.16,234/ET876WT,1560.11857757
1,2,4,5,2656.22000003,1399743362.17,302/ET944WT,8494.79750901
5,7,5,6,3902.88000011,1399742156.25,162/ET804WT,1922.33311638
6,7,6,6,1959.51999998,1399744160.8,022/ET664WT,1726.89442872
4,3,5,4,1428.30999994,1399744732.75,088/ET730WT,3277.19592666
6,5,5,5,1346.81999993,1399744855.01,212/ET854WT,2671.56265938
6,2,7,1,1387.7099998,1399744834.63,246/ET888WT,3671.61029294
6,1,6,1,959.689999819,1399745262.65,125/ET767WT,533.940886209
5,6,5,4,2962.12999988,1399743362.17,397/EV616NT,2957.96358554
5,1,5,1,6723.63000011,1399739661.84,266/ET908WT,171.481821508
7,1,7,2,776.170000076,1399745609.3,426/EV644NT,1154.86960919
4,3,7,5,5086.92000008,1399741339.33,160/ET802WT,6884.44204209
5,3,6,3,2326.72000003,1399744119.97,030/ET672WT,995.391655844
4,3,5,3,571.400000095,1399745916.06,315/EV508NT,921.996010894
7,3,6,2,1713.95000005,1399744855.01,198/ET840WT,1229.13164322
6,2,6,2,959.600000143,1399745650.11,330/EV520NT,1310.52773405
6,6,7,3,2612.78999996,1399743996.92,288/ET930WT,4982.55931731
5,3,5,3,1041.23000002,1399745568.48,219/ET861WT,1254.85695653
6,6,7,4,1775.07999992,1399744834.63,485/EV322TP,3871.20437606
5,3,5,1,3185.6099999,1399743485.25,093/ET735WT,2899.13035705
6,6,7,4,2183.29999995,1399744487.56,296/ET938WT,2507.81747831
7,1,7,1,285.410000086,1399746426.25,246/ET888WT,126.829877312
4,7,4,7,795.600000143,1399745916.06,039/ET681WT,1271.95555727
2,3,2,5,530.220000029,1399746181.44,006/ET648WT,2233.7195198
5,4,5,4,795.600000143,1399745916.06,458/EV675NT,637.268784393
5,3,7,7,2980.20000005,1399743772.23,316/EV516NT,7499.36149047
3,3,5,4,979.889999866,1399745792.91,262/ET904WT,3503.85295654
6,6,6,6,1183.80999994,1399745690.88,427/EV645NT,1352.47947193
6,6,4,6,2427.88999987,1399744467.18,197/ET839WT,2904.16678949
3,4,4,6,3040.80999994,1399743895.01,134/ET776WT,3657.22856227
2,6,5,5,1958.50999999,1399744977.31,151/ET793WT,5578.18388396
6,7,4,6,4636.30999994,1399742319.89,171/ET813WT,4118.67753501
4,2,4,2,3757.46000004,1399743198.74,239/ET881WT,434.656556001
7,6,8,6,1080.9000001,1399745875.3,255/ET897WT,695.218538406
7,2,5,3,1836.20000005,1399745120.0,346/EV528NT,2924.92238401
8,6,5,3,5555.13000011,1399741543.85,290/ET932WT,7123.33856022
5,1,6,3,2019.75,1399745079.23,480/EV317TP,2831.33305443
5,4,4,3,1856.73000002,1399745283.03,156/ET798WT,2636.30130169
8,3,6,5,856.230000019,1399746303.91,254/ET896WT,3655.08285826
4,3,5,4,2040.1400001,1399745120.0,170/ET812WT,1291.04943025
5,1,7,3,1489.67000008,1399745670.48,183/ET825WT,4772.10891145
2,6,3,4,1510.0400002,1399745650.11,466/EV303TP,3480.05286428
5,1,7,1,2529.9000001,1399744630.25,376/EV595NT,3479.69328379
6,7,6,6,571.200000048,1399746630.09,016/ET658WT,1655.32486265
5,6,5,7,1979.38999987,1399745221.9,035/ET677WT,1213.14325655
4,5,6,5,2407.40999985,1399744793.88,326/EV517NT,4619.31624186
7,4,3,3,3101.70000005,1399744119.97,017/ET659WT,7950.07229362
4,4,4,6,4247.56000018,1399742974.11,378/EV597NT,3708.32972237
5,2,5,3,2632.19000006,1399744630.25,096/ET738WT,1988.57127111
4,7,4,7,510.00999999,1399746752.43,104/ET746WT,102.129106835
3,5,3,5,5371.54999995,1399741911.26,131/ET773WT,305.654194887
5,2,5,3,2060.93999982,1399745262.65,468/EV305TP,1740.69752803
4,7,3,4,1755.26999998,1399745609.3,099/ET741WT,4729.58520955
7,3,5,4,1489.26999998,1399745875.3,135/ET777WT,3417.69839463
8,6,6,3,3348.36000013,1399744058.07,309/EV491NT,6582.83841113
5,1,7,1,4105.50999999,1399743300.92,011/ET653WT,3734.25242166
5,4,7,1,2429.13999987,1399744997.68,324/EV512NT,5530.42443252
7,6,5,3,3879.70000005,1399743547.12,098/ET740WT,4314.1342739
8,4,8,4,9544.28999996,1399737882.53,138/ET780WT,10.1637016241
6,3,7,2,1960.3499999,1399745466.47,045/ET687WT,2213.71761223
4,5,6,3,2021.48000002,1399745446.08,209/ET851WT,4752.00950784
6,4,6,6,2041.8499999,1399745466.47,130/ET772WT,2217.65335475
7,6,8,6,1082.06999993,1399746426.25,332/EV522NT,711.775055493
5,5,5,4,1960.22000003,1399745548.1,358/EV577NT,1249.85887113
